"region","avstånd från hållplats","bostadsbestånd","2014","2015","2016","2017","2018","2019","2020","2021"
"2280 Härnösand","inom 500 meter från hållplats","samtliga bostäder",11117,11134,11156,11272,11345,11369,11398,11400
"2281 Sundsvall","inom 500 meter från hållplats","samtliga bostäder",39207,38643,40625,41620,42754,43152,43451,44004
"2282 Kramfors","inom 500 meter från hållplats","samtliga bostäder",3945,4963,4973,5883,6069,6150,6045,6309
"2283 Sollefteå","inom 500 meter från hållplats","samtliga bostäder",5835,6361,5805,5845,6324,6333,6328,6287
"2284 Örnsköldsvik","inom 500 meter från hållplats","samtliga bostäder",18485,18873,17944,19406,19966,20076,20196,20088
"2303 Ragunda","inom 500 meter från hållplats","samtliga bostäder",835,835,827,828,1357,1369,1254,1241
"2305 Bräcke","inom 500 meter från hållplats","samtliga bostäder",1564,1564,1306,1358,1742,1453,1357,1363
"2309 Krokom","inom 500 meter från hållplats","samtliga bostäder",3049,3282,3335,3327,3874,3875,3946,4035
"2313 Strömsund","inom 500 meter från hållplats","samtliga bostäder",1622,1560,1574,1584,2504,2490,2478,2506
"2321 Åre","inom 500 meter från hållplats","samtliga bostäder",2790,2856,3346,3763,4397,4548,4686,4763
"2326 Berg","inom 500 meter från hållplats","samtliga bostäder",1074,1064,1074,1146,1399,1424,1418,1426
"2361 Härjedalen","inom 500 meter från hållplats","samtliga bostäder",1598,1687,1503,1956,2501,2511,2636,2724
"2380 Östersund","inom 500 meter från hållplats","samtliga bostäder",30332,30520,31089,31416,31839,32206,32528,32645
"2401 Nordmaling","inom 500 meter från hållplats","samtliga bostäder",1678,1751,1761,1677,1953,1947,1915,1916
"2403 Bjurholm","inom 500 meter från hållplats","samtliga bostäder",321,344,326,329,327,328,328,331
"2404 Vindeln","inom 500 meter från hållplats","samtliga bostäder",1107,989,1080,1085,1194,1246,1387,1351
"2409 Robertsfors","inom 500 meter från hållplats","samtliga bostäder",933,1098,1091,1114,1197,1201,1210,1272
"2417 Norsjö","inom 500 meter från hållplats","samtliga bostäder",859,858,916,775,1153,1145,1147,1150
"2418 Malå","inom 500 meter från hållplats","samtliga bostäder",439,439,437,480,545,547,547,546
"2421 Storuman","inom 500 meter från hållplats","samtliga bostäder",841,1210,1148,1137,1622,1645,1728,1738
"2422 Sorsele","inom 500 meter från hållplats","samtliga bostäder",440,440,440,418,493,501,534,508
"2425 Dorotea","inom 500 meter från hållplats","samtliga bostäder",473,473,473,475,606,602,599,507
"2460 Vännäs","inom 500 meter från hållplats","samtliga bostäder",1728,1730,1771,2449,2738,2792,2784,3053
"2462 Vilhelmina","inom 500 meter från hållplats","samtliga bostäder",572,1378,1343,1261,1310,1309,1302,1303
"2463 Åsele","inom 500 meter från hållplats","samtliga bostäder",511,511,562,558,555,558,555,555
"2480 Umeå","inom 500 meter från hållplats","samtliga bostäder",54734,55513,57131,58298,60417,61043,61923,62681
"2481 Lycksele","inom 500 meter från hållplats","samtliga bostäder",3430,2366,2335,2370,3110,2819,3121,2830
"2482 Skellefteå","inom 500 meter från hållplats","samtliga bostäder",14666,27787,27993,28290,28595,28733,28989,29416
"2505 Arvidsjaur","inom 500 meter från hållplats","samtliga bostäder",725,725,725,731,1115,1120,1089,1084
"2506 Arjeplog","inom 500 meter från hållplats","samtliga bostäder",412,412,464,459,456,457,414,412
"2510 Jokkmokk","inom 500 meter från hållplats","samtliga bostäder",1022,1022,927,945,974,971,970,954
"2513 Överkalix","inom 500 meter från hållplats","samtliga bostäder",313,313,313,309,509,744,523,518
"2514 Kalix","inom 500 meter från hållplats","samtliga bostäder",3192,3452,3933,4019,4819,4801,4730,5188
"2518 Övertorneå","inom 500 meter från hållplats","samtliga bostäder",400,400,410,413,635,639,638,639
"2521 Pajala","inom 500 meter från hållplats","samtliga bostäder",517,517,517,513,696,757,693,697
"2523 Gällivare","inom 500 meter från hållplats","samtliga bostäder",2474,2512,6109,6228,7134,7485,6753,6619
"2560 Älvsbyn","inom 500 meter från hållplats","samtliga bostäder",1758,1758,1905,1911,2163,2257,2203,2203
"2580 Luleå","inom 500 meter från hållplats","samtliga bostäder",34143,34396,34900,35505,36323,37085,37088,37741
"2581 Piteå","inom 500 meter från hållplats","samtliga bostäder",15086,15094,15346,15480,16300,16318,16467,16469
"2582 Boden","inom 500 meter från hållplats","samtliga bostäder",11925,11935,11859,11944,12498,12695,12592,12646
"2583 Haparanda","inom 500 meter från hållplats","samtliga bostäder",1886,1773,1863,1911,2703,2723,2720,3240
"2584 Kiruna","inom 500 meter från hållplats","samtliga bostäder",8479,8556,8545,8667,9482,9879,9924,9965
